Movie Report
------------

Frame #    Frame Bytes    Total Bytes    Page
  225            61          87468          225
  226            75          87543          226
  227            71          87614          227
  228            65          87679          228
  229            61          87740          229
  230            65          87805          230
  231            81          87886          231
  232            61          87947          232
  233            71          88018          233
  234            65          88083          234
  235            81          88164          235
  236            55          88219          236
  237            71          88290          237
  238            65          88355          238
  239            61          88416          239
  240            81          88497          240
  241            65          88562          241
  242            72          88634          242
  243            71          88705          243
  244            71          88776          244
  245            75          88851          245
  246            61          88912          246
  247            65          88977          247
  248            71          89048          248
  249            55          89103          249
  250            81          89184          250
  251            65          89249          251
  252            71          89320          252
  253            55          89375          253
  254            71          89446          254
  255            65          89511          255
  256            61          89572          256
  257            55          89627          257
  258            71          89698          258
  259            45          89743          259
  260            81          89824          260
  261          3859          93683          261
  262            75          93758          262
  263            69          93827          263
  264            85          93912          264
  265            79          93991          265
  266            75          94066          266
  267            75          94141          267
  268            79          94220          268
  269            85          94305          269
  270            69          94374          270
  271            76          94450          271
  272            80          94530          272
  273            76          94606          273
  274            80          94686          274
  275            86          94772          275
  276            70          94842          276
  277            76          94918          277
  278            80          94998          278
  279            86          95084          279
  280            70          95154          280
  281            76          95230          281
  282            80          95310          282
  283            66          95376          283
  284            90          95466          284
  285            86          95552          285
  286            70          95622          286
  287            76          95698          287
  288            80          95778          288
  289            86          95864          289
  290            70          95934          290
  291            76          96010          291
  292            86          96096          292
  293            80          96176          293
  294            76          96252          294
  295            70          96322          295
  296            97          96419          296
  297            71          96490          297
  298            87          96577          298
  299            71          96648          299
  300            57          96705          300
  301            81          96786          301
  302            76          96862          302
  303            70          96932          303
  304            66          96998          304
  305            60          97058          305
  306            76          97134          306
  307            60          97194          307
  308            86          97280          308
  309            70          97350          309
  310            66          97416          310
  311            60          97476          311
  312            76          97552          312
  313            80          97632          313
  314            66          97698          314
  315            60          97758          315
  316            76          97834          316
  317            76          97910          317
  318            70          97980          318
  319            66          98046          319
  320            70          98116          320
  321            66          98182          321
  322            70          98252          322
  323            86          98338          323
  324            50          98388          324
  325            76          98464          325
  326            70          98534          326
  327            76          98610          327
  328            70          98680          328
  329            66          98746          329
  330            70          98816          330
  331            56          98872          331
  332            80          98952          332
  333            86          99038          333
  334            60          99098          334
  335            66          99164          335
  336            60          99224          336
  337            86          99310          337
  338            70          99380          338
  339            66          99446          339
  340            70          99516          340
  341            56          99572          341
  342            80          99652          342
  343            66          99718          343
  344            86          99804          344
  345            60          99864          345
  346            76          99940          346
  347            70         100010          347
  348            56         100066          348
  349            80         100146          349
  350           304         100450          350
  351            70         100520          351
  352            66         100586          352
  353            60         100646          353
  354            86         100732          354
  355            50         100782          355
  356            86         100868          356
  357            70         100938          357
  358            56         100994          358
  359            70         101064          359
  360            76         101140          360
  361            80         101220          361
  362            66         101286          362
  363            60         101346          363
  364            76         101422          364
  365            60         101482          365
  366            86         101568          366
  367            60         101628          367
  368            76         101704          368
  369            66         101770          369
  370            80         101850          370
  371            76         101926          371
  372            50         101976          372
  373            76         102052          373
  374            70         102122          374
  375            76         102198          375
  376            70         102268          376
  377            67         102335          377
  378            71         102406          378
  379            57         102463          379
  380            81         102544          380
  381            87         102631          381
  382            51         102682          382
  383            77         102759          383
  384            61         102820          384
  385            87         102907          385
  386            71         102978          386
  387            67         103045          387
  388            71         103116          388
  389            57         103173          389
  390            81         103254          390
  391            67         103321          391
  392            81         103402          392
  393          2454         105856          393
  394            72         105928          394
  395            92         106020          395
  396            62         106082          396
  397            92         106174          397
  398            82         106256          398
  399            72         106328          399
  400          4684         111012          400
  401           294         111306          401
  402            92         111398          402
  403            56         111454          403
  404            86         111540          404
  405            76         111616          405
  406            62         111678          406
  407           304         111982          407
  408            76         112058          408
  409            75         112133          409
  410            66         112199          410
  411            66         112265          411
  412            76         112341          412
  413            72         112413          413
  414            86         112499          414
  415            66         112565          415
  416            82         112647          416
  417            66         112713          417
  418           304         113017          418
  419            92         113109          419
  420            56         113165          420
  421            76         113241          421
  422            76         113317          422
  423            62         113379          423
  424            96         113475          424
  425            66         113541          425
  426            82         113623          426
  427            39         113662          427
  428            86         113748          428
  429            86         113834          429
  430            62         113896          430
  431            76         113972          431
  432            66         114038          432
  433            92         114130          433
  434            76         114206          434
  435            66         114272          435
  436            76         114348          436
  437            62         114410          437
  438            86         114496          438
  439            66         114562          439
  440            82         114644          440
  441            76         114720          441
  442            66         114786          442
  443            86         114872          443
  444            62         114934          444
  445            80         115014          445
  446            87         115101          446
  447            83         115184          447
  448            97         115281          448
  449            87         115368          449
  450           103         115471          450
  451            77         115548          451
  452            97         115645          452
  453            87         115732          453
  454            83         115815          454
  455            87         115902          455
  456            97         115999          456
  457            93         116092          457
  458           314         116406          458
  459            87         116493          459
  460            87         116580          460
  461            93         116673          461
  462           137         116810          462
  463           102         116912          463
  464           109         117021          464
  465           119         117140          465
  466           352         117492          466
  467           129         117621          467
  468            92         117713          468
  469           102         117815          469
  470           102         117917          470
  471          2725         120642          471
  472           128         120770          472
  473           108         120878          473
  474           107         120985          474
  475            98         121083          475
  476           107         121190          476
  477           127         121317          477
  478            91         121408          478
  479            85         121493          479
  480            85         121578          480
  481            85         121663          481
  482            90         121753          482
  483            65         121818          483
  484            65         121883          484
  485            55         121938          485
  486            75         122013          486
  487            65         122078          487
  488            65         122143          488
  489            65         122208          489
  490            65         122273          490
  491            75         122348          491
  492            62         122410          492
  493            83         122493          493
  494            73         122566          494
  495            63         122629          495
  496            83         122712          496
  497            73         122785          497
  498            73         122858          498
  499            73         122931          499
  500            73         123004          500
  501            83         123087          501
  502            63         123150          502
  503            73         123223          503
  504            83         123306          504
  505          9804         133110          505
  506            83         133193          506
  507            84         133277          507
  508            73         133350          508
  509            84         133434          509
  510            83         133517          510
  511            84         133601          511
  512            63         133664          512
  513            73         133737          513
  514            94         133831          514
  515            72         133903          515
  516           282         134185          516
  517            62         134247          517
  518            62         134309          518
  519            64         134373          519
  520            83         134456          520
  521            74         134530          521
  522            53         134583          522
  523            74         134657          523
  524            63         134720          524
  525            83         134803          525
  526            64         134867          526
  527            63         134930          527
  528            74         135004          528
  529            53         135057          529
  530            83         135140          530
  531            85         135225          531
  532            74         135299          532
  533            75         135374          533
  534            84         135458          534
  535            85         135543          535
  536          1764         137307          536
  537            74         137381          537
  538            74         137455          538
  539            74         137529          539
  540            74         137603          540
  541            84         137687          541
  542            73         137760          542
  543            63         137823          543
  544            83         137906          544
  545            73         137979          545
  546            72         138051          546
  547            72         138123          547
  548            73         138196          548
  549            73         138269          549
  550            63         138332          550
  551            73         138405          551
  552            83         138488          552
  553            63         138551          553
  554            73         138624          554
  555            72         138696          555
  556            72         138768          556
  557            83         138851          557
  558            83         138934          558
  559           319         139253          559
  560           135         139388          560
  561           145         139533          561
  562           145         139678          562
  563           135         139813          563
  564           145         139958          564
  565         10010         149968          565
  566           407         150375          566
  567           155         150530          567
  568           438         150968          568
  569           174         151142          569
  570           174         151316          570
  571           164         151480          571
  572          6324         157804          572
  573           164         157968          573
  574           164         158132          574
  575           164         158296          575
  576           164         158460          576
  577           164         158624          577
  578           164         158788          578
  579           164         158952          579
  580           164         159116          580
  581           163         159279          581
  582           163         159442          582
  583           163         159605          583
  584           163         159768          584
  585           163         159931          585
  586           163         160094          586
  587           159         160253          587
  588           170         160423          588
  589           170         160593          589
  590           170         160763          590
  591           170         160933          591
  592           170         161103          592
  593           170         161273          593
  594           170         161443          594
  595           170         161613          595
  596           170         161783          596
  597           170         161953          597
  598           170         162123          598
  599           412         162535          599
  600           185         162720          600
  601           191         162911          601
  602           191         163102          602
  603           192         163294          603
  604           187         163481          604
  605           162         163643          605
  606           151         163794          606
  607           165         163959          607
  608           165         164124          608
  609           165         164289          609
  610           400         164689          610
  611           165         164854          611
  612           165         165019          612
  613           165         165184          613
  614           166         165350          614
  615           166         165516          615
  616           166         165682          616
  617           166         165848          617
  618           155         166003          618
  619           166         166169          619
  620           166         166335          620
  621           168         166503          621
  622           169         166672          622
  623           173         166845          623
  624           209         167054          624
  625           151         167205          625
  626           151         167356          626
  627           151         167507          627
  628           152         167659          628
  629           152         167811          629
  630           156         167967          630
  631           387         168354          631
  632           169         168523          632
  633           104         168627          633
  634           102         168729          634
  635            86         168815          635
  636           102         168917          636
  637            86         169003          637
  638           102         169105          638
  639            86         169191          639
  640           102         169293          640
  641            86         169379          641
  642            86         169465          642
  643            75         169540          643
  644            86         169626          644
  645            75         169701          645
  646            86         169787          646
  647            75         169862          647
  648            87         169949          648
  649            76         170025          649
  650            87         170112          650
  651            76         170188          651
  652            87         170275          652
  653            76         170351          653
  654            98         170449          654
  655            87         170536          655
  656            98         170634          656
  657            87         170721          657
  658            98         170819          658
  659            95         170914          659
  660           106         171020          660
  661            96         171116          661
  662           107         171223          662
  663            92         171315          663
  664           214         171529          664
  665           110         171639          665
  666            92         171731          666
  667            81         171812          667
  668            92         171904          668
  669            81         171985          669
  670           103         172088          670
  671            92         172180          671
  672           103         172283          672
  673            92         172375          673
  674           103         172478          674
  675            92         172570          675
  676           103         172673          676
  677            92         172765          677
  678           103         172868          678
  679            92         172960          679
  680           103         173063          680
  681            92         173155          681
  682           103         173258          682
  683            92         173350          683
  684           103         173453          684
  685            91         173544          685
  686           102         173646          686
  687            91         173737          687
  688           102         173839          688
  689            89         173928          689
  690           100         174028          690
  691            72         174100          691
  692            83         174183          692
  693            72         174255          693
  694            83         174338          694
  695            72         174410          695
  696            83         174493          696
  697            72         174565          697
  698            83         174648          698
  699            72         174720          699
  700            83         174803          700
  701            72         174875          701
  702            72         174947          702
  703            61         175008          703
  704            72         175080          704
  705            61         175141          705
  706            72         175213          706
  707            72         175285          707
  708            83         175368          708
  709            72         175440          709
  710            83         175523          710
  711            76         175599          711
  712            93         175692          712
  713            82         175774          713
  714            93         175867          714
  715            72         175939          715
  716            83         176022          716
  717            67         176089          717
  718            72         176161          718
  719            61         176222          719
  720            72         176294          720
  721            61         176355          721
  722            72         176427          722
  723            78         176505          723
  724            99         176604          724
  725          6621         183225          725
  726           126         183351          726
  727           104         183455          727
  728           126         183581          728
  729           104         183685          729
  730           126         183811          730
  731            60         183871          731
  732            82         183953          732
  733            60         184013          733
  734            82         184095          734
  735          3294         187389          735

Page                       Shape Bytes    Text Bytes
-----------------------    -----------    ----------
Scene 1                         236             0

Embedded Objects                166             0

Symbol                     Shape Bytes    Text Bytes
-----------------------    -----------    ----------
Tween 2                          47             0
ben nede                        252             0
benoppe                         212             0
man                               0             0
Symbol 42                        86           470
Tween 1                           0             0
ALIEN                             0             0
comig                             0            93
Symbol 38                         0            67
nettdesign                        0           159
flash                            45             0
produ                            33           200
Tween 16                          0             0
Tween 14                         68             0
logo                           2369             0
Symbol 29                         0             0
Tween 13                          0           152
Tween 12                         47             0
birds                           573             0
Tween 11                        714             0
Tween 10                       2094             0
beemer                           66             0
Tween 8                         474             0
Tween 7                           0             0
Symbol 15                         0             0
Symbol 14                         0             0
Symbol 13                         0             0
bakke                          3821             0
nett                              0           230
jorden                            0             0

Bitmap                     Compressed  Original    Compression
-----------------------    ----------  ----------  ------------
Bitmap 24                       3001      254400   JPEG Quality=80
Bitmap 16                       9652      194560   JPEG Quality=80
Bitmap 7                        3698      128800   JPEG Quality=80

Tweened Shapes: 8247 bytes

Event sounds: 11KHz Stereo 16 kbps MP3

Sound Name                 Bytes       Format
-----------------------    --------    --------
rooster1.wav                 6151        11KHz Mono 16 kbps MP3
dunk.wav                     9791        11KHz Mono 16 kbps MP3
birdcall.wav                 1679        11KHz Mono 16 kbps MP3
Oppstart2.wav                2615        11KHz Mono 16 kbps MP3
Beam Scan                    4591        11KHz Mono 16 kbps MP3
directapproach.wav          17279        11KHz Mono 16 kbps MP3
wolf2.wav                    4279        11KHz Mono 16 kbps MP3
hawkcry1.wav                11247        11KHz Mono 16 kbps MP3
FreeLoop.wav  13847        11KHz Mono 16 kbps MP3

Font Name                  Bytes       Characters
-----------------------    --------    -----------
Times New Roman Bold         2116         BHKdeijklnostuvåæ
Times New Roman              3228         .:?ADEGPacdeghilmnoprstuvwxy
garabond                     2418         .NWabcdeghilmnoprstvw
